CUST_CODE	CUST_FNAME	CUST_LNAME	CUST_STREET	CUST_CITY	CUST_STATE	CUST_ZIP	CUST_BALANCE	INV_DATE	INV_TOTAL	EMPLOYEE_ID	INV_NUM	LINE_NUM	PROD_SKU	LINE_QTY	LINE_PRICE
274	ANTOINETTE	CONNER	1567 RIO GRANDE ROAD	Bellefontaine	OH	43311	1524.23	41618	177.52	83734	3099	4	9601-ZKZ	3	8.99
275	SANDY	MATOS	1007 FERNDALE STREET	Little York	NJ	8834	1565.58	41583	147.12	84191	2754	4	8571-CKP	3	17.79
276	BERNARD	BARAJAS	758 CAMINO PLACE	South Acworth	NH	3607	1798.43	41653	261.63	84306	3428	6	2611-QYG	1	31.99
277	ELLA	BOUCHARD	1068 JOANNE CIRCLE	Chamblee	GA	30341	341.17	41400	138.09	83537	1015	4	6933-YOI	3	8.99
278	HAYLEY	PAGE	1909 BIRCH LANE	Suffolk	VA	23439	409.84	41431	51.96	83964	1314	1	3585-MCJ	4	12.99
279	ALLEN	DARLING	132 CAMDEN CIRCLE	Cordova	SC	29039	852.33	41605	280.94	83621	2981	6	3061-DOI	1	5.59
280	EMILIO	KIDD	79 YOSEMITE DRIVE	South Nineveh	NY	13787	0	41571	164.82	84392	2647	2	9857-ESX	5	25.59
281	TAMELA	GUIDRY	1873 BAXTER ROAD	Brooklyn	NY	11252	2086.3	41490	373.78	83906	1875	6	2756-CKP	2	9.99
282	HILARIO	JACKSON	1536 JEM CIRCLE	Olaton	KY	42361	0	41552	227.49	84078	2459	3	7158-LJP	4	11.99
283	WILFREDO	OAKES	1226 NORTH SHORE DRIVE	Arnold	MD	21012	1725.33	41640	350.81	84106	3311	5	2006-ZBH	4	10.99
284	VAN	LOCKE	133 EAST 46TH PLACE	Hamilton	MD	21214	0	41491	25.98	83993	1884	2	7551-ZVS	1	14.99
285	JOVITA	AYERS	1570 CAPLINA DRIVE	Rockholds	KY	40759	0	41601	66.57	83763	2937	2	8094-EYX	1	14.59
286	JEANNE	STEINER	1974 SCHUSS DRIVE	Carrollton	AL	35447	226.4	41353	226.4	84049	560	2	1663-CDD	5	23.29
287	ALESHA	CALHOUN	1298 CRETE STREET	Tiverton	RI	2878	74.33	41652	344.28	83906	3420	6	9288-IRF	3	14.59
288	SHELBY	THAYER	1634 RUANE ROAD	Bordeaux	SC	29835	1277.38	41471	284.82	83509	1697	6	7158-LJP	3	11.99
289	JACINTO	RIVERA	1744 EULA STREET	Philadelphia	PA	19255	1903.28	41393	118.94	84392	946	3	7224-FEU	1	43.99
290	GRACIELA	TODD	609 HARICOT DRIVE	Monroe	ME	4951	0	41354	123.73	83906	567	3	3035-NHD	5	15.69
291	WILLY	BRIGGS	512 UNION SQUARE DRIVE	Elizabeth City	NC	27906	290.86	41460	105.59	83993	1587	4	7673-ECV	2	11.99
292	VALARIE	DILLARD	1883 LINDSEY DRIVE	Wheatfield	IN	46392	0	41643	372.67	83677	3349	3	4976-PZN	4	13.69
293	CLAIR	ERICKSON	1776 CHUGIAK DRIVE	Herndon	VA	22095	0	41532	383.11	83677	2278	6	7532-PYJ	2	21.99
294	AURELIA	BARTLETT	1800 O PLACE	Fernville	VT	5733	2785.44	41381	33.58	84276	825	2	5140-RTG	1	19.99
295	DORTHY	AUSTIN	829 BIG BEND LOOP	Diamond Shamrock	AL	36614	1289.58	41579	86.54	83734	2717	2	6358-UST	1	18.59
296	JOVITA	PRATT	1586 HAMPTON CIRCLE	Snug Harbor	MA	2331	0	41559	286.33	84364	2525	6	8821-DDM	3	34.99
297	SOON	CONNOR	1738 MAUSEL STREET	Gleason	TN	38229	2645.14	41603	242.91	84219	2963	4	4987-BFL	3	29.99
298	EARL	ENRIQUEZ	1545 IRENE WAY	Wadmalaw Island	SC	29487	1484.02	41545	201.92	84049	2391	3	1203-AIS	4	35.99
299	CATALINA	WEAVER	1116 WEST 86TH AVENUE	Jonesborough	TN	37659	842.7	41538	188.31	83878	2326	3	9126-PWF	1	48.59
300	LUCIANO	KERNS	585 WESTERN DRIVE	Davie	FL	33332	1275.45	41601	35.49	84364	2935	1	9702-WFX	1	35.49
301	BRIDGET	WILLIAMSON	1272 TETLIN STREET	South Bend	IN	46614	328.63	41621	295	83677	3129	6	2584-CIJ	1	12.39
302	SHIRLENE	FITCH	949 NORTH EAGLE RIVER ACCESS ROAD	Mount Aetna	PA	19544	2046.31	41636	128.53	84134	3270	2	1854-AFJ	5	22.59
303	ROCHELLE	BUCHANAN	1405 KINCAID ESTATES DRIVE	Sunnycrest	MS	38901	1024.5	41615	572.25	84021	3070	6	7231-UES	4	23.99
304	GERTRUDE	CONNORS	1042 PLEASANT DRIVE	Georgiana	AL	36033	0	41637	376.32	84334	3289	6	1198-STR	3	23.59
305	VIVIANA	CRUM	986 LOWER TERRACE	Manchester Township	NJ	8733	426.3	41590	307.44	83820	2829	4	9671-NYZ	5	14.59
306	WARD	FREDERICK	1705 BANFF STREET	High Shoals	GA	30645	96.59	41357	96.59	84049	597	3	4667-JLN	5	3.49
307	PHILLIS	MATOS	1882 WEST 62ND AVENUE	Minerva	KY	41062	318.68	41437	248.65	83677	1368	6	8400-JDC	4	14.99
308	JESICA	VEGA	1249 JASMINE ROAD	South Road	NY	12601	0	41459	222.24	84106	1573	5	1747-XNI	4	3.99
309	DUSTY	MEYERS	1928 WEST 86TH AVENUE	Parchment	MI	49004	3332.86	41462	284.54	84021	1606	6	3035-NHD	1	15.69
310	EDIE	EASON	1610 VALLEY PARK DRIVE	Antietam	MD	21782	2708.99	41636	49.95	83649	3276	1	2756-CKP	5	9.99
311	ISAAC	HICKS	562 PAGO PAGO AVENUE	Park	IN	47424	676.73	41630	116.93	83964	3213	3	2068-TSC	2	16.99
312	ZENA	YU	1713 DORINDA DRIVE	Sardis	OH	43946	855.76	41605	172.45	83906	2977	1	5213-YTB	5	34.49
313	MALISSA	MEAD	1932 EAST 41ST COURT	Centralia	WV	26612	769.77	41534	223.88	83878	2293	3	9234-WCQ	5	13.99
314	EDGARDO	ONEIL	657 MULDOON CIRCLE	Royal City	VA	24614	1194.99	41588	149.95	84392	2806	1	2351-WVS	5	29.99
315	LAVERNE	HAINES	1959 ENDEAVOR CIRCLE	Troy	MS	38863	493.35	41502	42.35	83621	1997	2	2231-OXK	4	7.59
316	ELMIRA	VOGT	1869 CHASEWOOD LANE	Mancelona	MI	49659	2726.39	41364	266.43	83820	669	5	9671-NYZ	2	14.59
317	RICHARD	VINCENT	553 CIMARRON LOOP	Hanover	PA	17331	4061.71	41434	668.1	83677	1335	6	1336-FVM	5	23.29
318	MARSHALL	GODFREY	1771 WEST 12TH AVENUE	Letart Falls	OH	45771	274.81	41439	51.96	84021	1382	1	5653-RTU	4	12.99
319	CLEO	MORA	108 WILL ROGERS PLACE	Fara Park	NY	11757	742.39	41465	231.88	83649	1630	5	7260-YDI	4	15.59
320	ADALBERTO	HANKS	1629 CAMPBELL TERRACE PLACE	Poland Spring	ME	4274	2262.27	41443	350.44	84334	1425	4	2455-ZKN	5	38.99
321	DONA	KEENE	1511 GLENN SB OFF VOYLES RAMP	Pond Eddy	NY	12770	0	41398	92.1	83677	998	5	9601-ZKZ	1	8.99
322	TONJA	KENNEDY	909 JILL PLACE	Napoleon	MI	49261	454.65	41402	86.36	84191	1038	1	8523-UCB	4	21.59
323	BRAIN	HAHN	903 BONANZA DRIVE	Maizeville	PA	17934	450.89	41452	240.44	84364	1507	4	9393-RFA	5	13.59
324	CLEMENTINE	FRENCH	1700 CASTNER CIRCLE	Fort Lauderdale	FL	33336	871.93	41554	310.87	84049	2475	6	8053-PME	3	25.99
325	NORMAN	HEWITT	923 WOODWAY DRIVE	Harbor Heights Park	NY	11743	432.52	41412	304.62	84106	1134	6	2231-OXK	1	7.59
326	HOUSTON	MEANS	816 EAST 48TH AVENUE	Shankville	MD	21711	896.28	41528	72.94	83850	2241	3	2129-BCP	1	7.99
327	GREGG	ODOM	633 FIRE EAGLE WAY	Ingle	KY	42544	1043.8	41579	71.32	83993	2719	3	7538-ITC	1	8.99
328	MALCOLM	DOVE	1088 GLEN ALPS ROAD	West Ronkonkoma	NY	11779	337.07	41545	131.9	83705	2394	3	8495-ZQR	4	12.29
329	JOSIE	BOYCE	1425 MEADOW CANYON DRIVE	Symmes Township	OH	45140	735.49	41613	197.9	83878	3052	3	7658-HCW	3	19.99
330	DEDRA	BYERS	1111 SAPPHIRE LOOP	Paris	PA	15021	1134.89	41414	222.47	84078	1149	4	3585-MCJ	1	12.99
331	LAURETTA	CHATMAN	1635 SUMMER MIST COURT	Burkeville	VA	23922	2882.41	41451	17.98	84364	1498	1	6933-YOI	2	8.99
332	REYNA	GALLAGHER	1518 BOTANICAL HEIGHTS CIRCLE	East Saint Johnsbury	VT	5838	0	41615	64.13	84306	3068	2	3384-DML	2	4.59
333	LESSIE	DILLON	697 CRAIGER COURT	Algonac	MI	48001	0	41614	336.51	84049	3060	4	6596-HOO	2	9.99
334	MARRY	ELLIOT	414 TIMBERWOLF CIRCLE	Franklin Square	NY	11010	430.82	41440	260.97	83593	1392	6	2932-PBS	2	6.8
335	TANGELA	KAUFFMAN	537 ASPEN ROAD	West Salisbury	VT	5769	1268.68	41399	127.95	84364	1001	2	3393-AZQ	3	35.99
336	LUANN	XIONG	1915 TANGLEWOOD DRIVE	Pinetown	NC	27865	0	41383	110.1	83850	849	4	7538-ITC	1	8.99
337	JOAN	LONG	1729 ENCORE CIRCLE	Catasauqua	PA	18032	1878.27	41642	346.88	83565	3337	3	1403-TUY	5	42.99
338	WILMA	DUTTON	1593 NORTH CHICHAGOF LOOP	Centerpoint	OH	45656	711.4	41482	101.51	84306	1798	4	7883-NLQ	1	12.59
339	KRISTAL	VERA	335 PRINCETON WAY	Flushing	NY	11375	0	41541	149.79	83763	2359	4	1838-LZI	2	12.59
340	MARCIA	BURRIS	681 TIDEWATER ROAD	N Bellport	NY	11713	1665.97	41519	396.26	83593	2153	5	2870-QZR	4	32.99
341	TERI	SILVA	1770 FALL LEAF CIRCLE	Moline	OH	43465	270.81	41529	170.84	84219	2244	3	3258-RVB	1	16.99
342	ALICE	NEELY	22 TIFFIN CIRCLE	Pittsburgh	PA	15225	1785.9	41638	100.02	83565	3295	4	9413-EHI	4	12.29
343	STANFORD	WALLACE	521 MICHEAL COURT	New Harrisburg	OH	44615	1469.05	41498	596.08	84049	1953	6	1854-AFJ	4	22.59
344	KENNY	JUDD	541 LITTLE BEND CIRCLE	Saint Petersburg	FL	33739	0	41425	117.02	84276	1250	3	3035-NHD	5	15.69
345	EVIE	KNAPP	1409 PREUSS BOULEVARD	Sheridan	ME	4775	0	41366	173.87	84219	689	5	3528-GBV	4	7.49
346	SHERRILL	FARMER	1771 KIANA CIRCLE	Pope A F B	NC	28308	0	41367	21.99	83850	696	1	8726-ZNM	1	21.99
347	MARYELLEN	DALTON	1125 BLACKBURN COURT	Huntington	WV	25727	0	41605	130.51	83649	2980	5	8053-PME	1	25.99
348	VIRGIE	EDWARDS	596 LIST CIRCLE	Rebuck	PA	17867	2681.85	41509	419.81	83820	2057	5	2068-TSC	3	16.99
349	GAYLE	LEVINE	660 WOLF CREEK DRIVE	West Wildwood	NJ	8260	480.75	41474	153.89	84134	1727	5	4912-YXS	3	12.99
350	ELSA	CUNNINGHAM	640 CASPIAN COURT	Battletown	KY	40104	2887.46	41619	219.98	84306	3105	3	5734-BGX	5	16.99
351	GAYLE	CHU	1604 BIRCH CREEK DRIVE	Delawanna	NJ	7014	673.93	41468	175.28	83621	1667	4	2200-DAI	4	7.59
352	GALE	WALTON	1260 CARMEL CIRCLE	Hummels Wharf	PA	17831	922.54	41631	140.21	84163	3225	3	5625-FVF	5	12.99
353	META	BISHOP	320 GLENN NB ON MULDOON RAMP	Santa Fe	FL	32615	790.97	41644	362.07	84334	3359	6	2233-GJH	5	23.29
354	JOSEPHINA	ROBLES	1262 ESSEX PARK DRIVE	Point Pleasant	PA	18950	574.31	41443	263.28	84078	1429	6	4812-VNN	3	12.99
355	OREN	AGUILAR	1082 LANDMARK COURT	Cold Spring	NJ	8204	613.44	41637	90.74	84049	3285	2	4976-PZN	4	13.69
356	ADRIENNE	MANUEL	1683 RICHARDSON DRIVE	Goodman	MS	39079	0	41452	404.58	83763	1513	6	4491-GNC	4	11
357	ALICIA	CAMP	228 BIG MOUNTAIN DRIVE	W Htfd	CT	6107	493.5	41635	352.67	84078	3263	5	2896-OZJ	2	23.99
358	BRET	ZUNIGA	335 RHONE CIRCLE	Edgewood	NY	11717	3000.7	41455	178.98	84392	1541	6	3943-HFA	3	11.99
359	BERNICE	EDDY	280 CORONA CIRCLE	South Kent	CT	6785	9.99	41371	9.99	84334	734	1	6596-HOO	1	9.99
360	LAURI	LONG	1520 TAYLOR STREET	Evarts	KY	40828	270.26	41641	131.96	84049	3331	1	2870-QZR	4	32.99
361	LYDIA	CHRISTIE	238 CHARITY CIRCLE	Boston	MA	2211	630	41567	166.86	83565	2615	4	3488-GSE	4	10.99
362	RUDY	SNOW	1705 EAST 3RD AVENUE	Cheesetown	PA	17201	0	41541	3.29	83593	2357	1	3561-LYU	1	3.29
363	DANIEL	LOVE	1825 EAST 140TH AVENUE	Melbourne	FL	32935	3260.36	41595	392.37	84334	2875	4	9133-OXA	2	19.99
364	DELLA	MAYO	543 STELIOS CIRCLE	Birmingham	AL	35214	375.47	41463	94.93	84306	1607	3	6933-YOI	1	8.99
365	ERIKA	BURGESS	1023 BIRCH PARK CIRCLE	N Charleston	SC	29411	966.97	41447	150.9	83565	1459	4	8310-LAC	4	11.99
366	BRYANT	MELTON	1339 TRANQUILLITY LOOP	Alford	MA	1230	150.91	41556	141.92	83593	2503	2	5734-BGX	5	16.99
367	HOLLIS	STILES	1493 DOLLY MADISON CIRCLE	Snow Hill	AL	36778	534.75	41472	312.33	84021	1702	6	2116-PVN	4	12.99
368	SAMANTHA	SYKES	712 LOCARNO DRIVE	Vineland	NJ	8360	370.92	41654	27.95	84134	3445	1	3061-DOI	5	5.59
369	ROLLAND	MILLS	1394 BLACKBURN COURT	Atlanta	GA	31106	1228.35	41521	90.85	84276	2166	2	1485-NNI	4	18.99
370	KAMI	SANDERS	1649 SPRUCE VIEW LOOP	Haddonfield	NJ	8033	255.53	41554	92.63	83936	2479	3	9138-QCV	1	21.59
371	KRISTINE	LONG	1198 STARNER STREET	Smyrna	NY	13464	424.74	41588	23.29	83649	2805	1	1336-FVM	1	23.29
372	DENNY	WATERS	1465 SPENARD ROAD	South Lincoln	VT	5443	0	41456	73.85	84276	1552	3	2990-BNH	2	16.99
373	GISELE	HUBBARD	984 WRANGLERS WAY	Onley	VA	23418	426.48	41488	104.72	83593	1853	3	7883-NLQ	1	12.59
374	WYNONA	RANSOM	1757 WEST 2ND AVENUE	Rockhill Furnace	PA	17249	0	41533	44.37	83509	2285	2	5587-MNY	2	14.69
375	JONAS	HOSKINS	74 WHISPERING BIRCH DRIVE	Boulevard	NY	10474	1974.36	41603	166.19	84078	2956	4	5653-RTU	2	12.99
376	QUINN	HURD	377 BROOKWAY CIRCLE	Freetown Corners	NY	13803	0	41491	85.53	84334	1893	2	8571-CKP	2	17.79
377	DARON	MATOS	1431 BUNN STREET	Euclid	OH	44119	0	41524	35.98	84134	2197	2	7231-UES	1	23.99
378	LEOPOLDO	SLAUGHTER	55 SOUTH FORK ROAD	Inverness	MS	38753	2627.33	41523	68.98	83936	2188	1	1580-VCE	2	34.49
379	GRISELDA	MADDEN	312 EAST 162ND AVENUE	Bearsville	NY	12409	1021.72	41515	50.97	83565	2117	1	5734-BGX	3	15.29
380	ALBINA	ENGLE	670 UPPER BOWERY LANE	Clanton	AL	35045	124.02	41376	124.02	84191	784	4	2366-EFV	2	6.59
381	LAKESHIA	TURNER	1678 WILSON STREET	Lancaster	SC	29721	240.43	41588	181.72	83763	2809	4	3343-DJU	1	7.79
382	JAMAL	BROOKS	1242 GENEVE AVENUE	Grandview	NY	10960	1344.15	41562	38.97	83964	2557	1	4912-YXS	3	12.99
383	MARC	HEALY	190 WEST 40TH AVENUE	Harmon	OH	44662	2279.13	41652	25.18	83705	3424	1	1838-LZI	2	12.59
384	PATRICA	EDDY	765 TANYA CIRCLE	Blacklick	OH	43099	344.31	41377	344.31	83621	793	2	6894-JQV	4	48.59
385	ILEANA	PERSON	1104 BRENDL WAY	Jasper	IN	47546	535.66	41558	253.32	84276	2517	5	7500-ROG	1	23.99
386	KAREN	LEVINE	1534 PALMER COURT	Cincinnati	OH	45218	1058.14	41477	227.91	83936	1751	2	5060-EDB	4	29.99
387	IRIS	BARRY	1557 BRIGHTON ROAD	Newark	DE	19713	0	41482	78.34	84248	1799	2	2379-PCX	4	13.59
388	OLLIE	MCCARTY	1097 BENDING BIRCH DRIVE	Muttontown	NY	11545	1390.67	41628	13.39	84021	3197	1	2212-MNF	1	13.39
389	MELBA	RATLIFF	113 GIBSTAY CIRCLE	Osborn	KY	41635	2510.4	41517	228.28	83734	2135	6	2896-OZJ	2	23.99
390	LOUELLA	MANSFIELD	384 WILLS WAY	Hayes	VA	23072	0	41387	402.78	84306	883	6	5379-BLX	5	21.59
391	KARINA	LANGFORD	1235 TOWNE COURT	Eighty Eight	KY	42130	820.69	41567	7.98	84191	2608	1	1747-XNI	2	3.99
392	GALEN	BETTS	1562 EAST 98TH AVENUE	Hosford	FL	32334	602.94	41532	158.95	84106	2275	2	5413-TTF	2	29.99
393	FOSTER	BERNAL	1299 EAST 3RD AVENUE	Birmingham	AL	35280	0	41532	158.95	84106	2275	2	5413-TTF	2	29.99
394	JENNIE	ELLIOT	36 SUMMER DRIVE	South Newfane	VT	5351	0	41578	505.1	84106	2711	6	1336-FVM	3	23.29
395	TEDDY	MICHEL	760 ALTOONA DRIVE	Northside	FL	33805	2867.57	41537	278.41	83850	2321	6	6249-LYB	4	11.99
396	DINO	GREGG	896 HOMER DRIVE	Charleston	WV	25321	0	41447	35.98	84163	1463	1	8338-JZU	2	17.99
397	SHANTELL	MAURER	136 DELONG DRIVE	Clyde	NY	14433	0	41590	140.79	83850	2832	5	4491-GNC	3	21.99
398	ARON	CUNNINGHAM	1834 BOULDER CIRCLE	Greenlawn	NY	11740	0	41592	274.07	83621	2852	4	3734-CUQ	4	14.89
399	ROSALIA	KELLY	1548 IRIS STREET	Imlay City	MI	48444	1309.05	41570	264.43	83677	2636	6	1838-LZI	2	12.59
400	ALICIA	FLETCHER	731 PINNACLE CIRCLE	Franklin	MD	21223	376.35	41472	141.3	84021	1708	3	9569-WMK	4	13.59
401	HERMELINDA	CAMPBELL	468 BREEZE COURT	Yankee Springs	MI	49333	454.33	41443	220.12	84078	1427	4	7158-LJP	1	11.99
402	KEVEN	FAULKNER	365 POTLATCH CIRCLE	Barnett	VA	24266	1033.58	41506	396.71	84334	2030	6	5379-BLX	5	21.59
403	PHYLIS	PADGETT	539 PRINCETON WAY	Chas	SC	29405	257.01	41383	257.01	84364	840	6	6858-EJW	1	10.99
404	VERN	IVEY	1167 KALGIN STREET	Pleasant Plain	OH	45162	384.5	41426	250.65	84049	1258	6	3943-HFA	3	11.99
405	ROBIN	GRUBBS	142 HAYES STREET	Forbes Road	PA	15633	733.77	41496	330.63	84276	1936	6	5413-TTF	2	29.99
406	MARCELLE	VAZQUEZ	1379 SININA CIRCLE	Totowa Boro	NJ	7512	0	41505	193.54	84276	2027	2	5508-OUB	5	35.99
407	JEANNETTE	DANIEL	470 OLSON CIRCLE	Kissimmee	PA	17842	1188.64	41384	206.21	84219	855	3	7532-PYJ	1	21.99
408	DARNELL	ROSAS	1751 CRESCENT DRIVE	Corsica	PA	15829	0	41455	234.36	84392	1539	4	6865-HAO	3	38.99
409	KYLA	HELTON	152 EAGLE PLACE LOOP	Flint	MI	48501	0	41595	355.48	84306	2878	5	4491-GNC	4	21.99
410	SHANNA	CLINTON	641 WISTERIA STREET	Lake Stockholm	NJ	7460	0	41636	68.04	83705	3269	2	5587-MNY	3	14.69
411	DELORES	GAY	447 COVILLE STREET	Landover	MD	20785	522.04	41509	237.5	83964	2058	5	5250-JDL	1	13.99
412	SHERON	ORTIZ	1172 HILLCREST DRIVE	Bradenton	FL	34281	0	41459	53.37	84306	1572	1	4153-VMO	3	17.79
413	CHAROLETTE	BOWMAN	1792 TEAL LOOP	Gaines	PA	16921	2348.81	41384	421.81	83993	859	6	5653-RTU	5	12.99
414	KRISTOFER	MCLEAN	652 EAST 149TH AVENUE	Pittsburgh	PA	15223	3462.85	41599	211.62	83734	2917	3	9569-WMK	2	12.23
415	CASEY	ROBBINS	540 EAGLEWOOD DRIVE	Shartlesville	PA	19554	1163	41591	254.92	83763	2839	4	7224-FEU	1	43.99
416	TATIANA	HOWE	1650 ALL STAR CIRCLE	Sunny South	AL	36769	868.78	41522	75.94	84021	2181	3	9336-MHC	2	11.99
417	MARIAM	MCDONALD	130 GOSLING CIRCLE	Eagle Mills	NY	12180	863.28	41574	98.03	84334	2679	3	3955-NWD	3	23.99
418	GERALYN	DORAN	148 RAVEN LOOP ROAD	Piney Hill	MD	21111	643.87	41502	107.97	84219	1991	1	3393-AZQ	3	35.99
419	ALEJANDRO	RUCKER	1514 PLYMOUTH CIRCLE	Cogdell	GA	31634	2315.5	41602	200.57	84191	2948	5	4491-GNC	3	21.99
420	CECELIA	ARNOLD	747 EAST 113TH AVENUE	South Bend	IN	46680	2392.59	41522	355.83	84392	2178	6	9857-ESX	4	25.59
421	PARIS	GOLDBERG	1729 TEMPLE DRIVE	Temperance	MI	48182	0	41531	223.06	83820	2271	5	5659-BFS	5	17.29
422	BERNITA	RUSHING	194 MALASPINA STREET	Pages Beach	MA	1430	191.4	41569	167.41	83906	2634	2	2134-QFE	5	15.89
423	KYLEE	GOLDBERG	1401 WINDFLOWER CIRCLE	Crofton	MD	21114	0	41475	191.09	84078	1733	4	9858-XUM	2	14.59
424	SHARYN	ROSS	871 STARGATE CIRCLE	Forsyth	NY	14775	2436.6	41599	67.45	83906	2920	2	6041-PBS	1	7.49
425	ROYCE	PUTNAM	497 ADAMS CIRCLE	Canton	OH	44712	1096.03	41439	191.94	83677	1381	2	6651-ICK	1	11.99
426	BRIGITTE	CRANDALL	239 G STREET	Paradise	PA	17562	0	41565	285.92	84106	2590	3	3614-PTT	5	45.99
427	VALARIE	MAYNARD	606 MEADOW STREET	Winston-Salem	NC	27116	728.8	41567	259.28	83621	2617	5	5587-PIP	1	10.99
428	VINA	FRANCIS	684 SNOW CREST LANE	Holder	FL	34445	0	41493	50.97	84106	1910	1	3258-RVB	3	16.99
429	EMILIE	PEACOCK	199 GROUSE DRIVE	New Waverly	IN	46961	520.84	41652	236.59	83763	3423	6	6257-AGA	1	29.99
430	ROSAURA	SCHNEIDER	1889 WEST LAKE DRIVE	Raleigh	NC	27676	708.08	41615	229.48	83878	3065	6	7179-YXG	1	12.99
431	IRENA	BUCKLEY	1917 EAST 47TH COURT	Virginia Beach	VA	23462	430.17	41610	374.21	83763	3021	6	6491-XKF	2	32.99
432	CLYDE	MAYFIELD	407 CARLOS COURT	Kulp	PA	17820	0	41484	170.55	84021	1817	5	8094-EYX	2	14.59
433	SHERIE	STOVER	640 MOUNTAIN VIEW DRIVE	Parksville	KY	40464	0	41579	194.68	83677	2715	4	2756-CKP	3	9.99
434	ALEXIS	CULVER	31 BIRCH TRAIL CIRCLE	Houtzdale	PA	16651	295.4	41635	48.34	84306	3259	2	4132-QIN	4	9.29
435	GLORIA	AMBROSE	1480 GLENN SB OFF LAKE HILL RAMP	Charleston	WV	25330	840.29	41514	86.15	83820	2106	3	8909-SPD	2	15.79
436	AARON	PACE	1186 TINA STREET	Sweezytown	NY	11980	2359.63	41626	17.98	84021	3182	1	6933-YOI	2	8.99
437	HILTON	MATTHEWS	1682 CHEVIGNY STREET	New Ringgold	PA	17960	0	41560	189.74	83677	2535	6	1045-DUY	1	6.59
438	RENEE	FUNK	922 DE HAVILLAND AVENUE	Aquasco	MD	20608	0	41389	285.16	84219	910	6	5659-BFS	3	17.29
439	WANDA	RANSOM	1652 WEST KANAGA LOOP	New York	NY	10039	1863.2	41589	46.58	83649	2822	1	1663-CDD	2	23.29
440	GEORGINA	GASTON	920 MAYWOOD CIRCLE	Dellrose	TN	38449	21.99	41390	21.99	84191	915	1	8726-ZNM	1	21.99
441	ANGELINA	WILKERSON	256 BARON DRIVE	Winifred	KY	41219	762.3	41626	54.36	84134	3175	1	2217-JOH	4	13.59
442	ROCCO	OBRIEN	381 SNOWCUP CIRCLE	Purgitsville	WV	26852	459.61	41617	181.48	84021	3088	4	2553-FSW	2	20.59
443	TOMMY	EGAN	316 SCORPIO CIRCLE	Egypt	OH	43713	271.8	41580	70.77	83565	2726	1	4465-QHD	3	23.59
444	KORY	KHAN	807 F STREET	Valpo	IN	46383	627.46	41616	229.28	84163	3075	5	2756-CKP	1	9.99
445	WILMA	CRAIG	451 COMMERCE STREET	West Point	NY	10997	0	41618	239.51	83677	3100	4	4491-GNC	1	21.99
446	FRANCISCO	CALLAHAN	918 EAST 38TH AVENUE	Gaithersburg	MD	20886	40.08	41400	119.94	83936	1022	2	9786-DGO	1	9.99
447	LUPITA	SINGLETON	1917 SAINT LAZARIA CIRCLE	Flushing	NY	11371	0	41495	85.74	84276	1930	2	2366-EFV	3	6.59
448	ABDUL	BRAND	1917 WINNERS CIRCLE	South Lincoln	MA	1773	133.84	41434	365.34	84191	1344	4	7231-UES	5	23.99
449	DUSTIN	FARRIS	1270 WHIMBREL DRIVE	Adamsville	RI	2801	356.59	41531	122.72	83705	2267	3	2611-QYG	1	31.99
450	EMILIO	DALTON	1714 PROVIDENCE DRIVE	Frankford	DE	19945	187.92	41393	187.92	84364	944	4	1198-STR	5	23.59
451	ARTIE	WEIR	840 SCENIC VIEW DRIVE	Lakewood	NY	14750	2941.5	41447	222.69	83964	1461	5	2351-WVS	1	29.99
452	DIRK	GRAY	1662 STEWART DRIVE	Lincklaen	NY	13052	90.14	41393	90.14	84191	948	3	3298-YFL	3	13.99
453	JONI	WHITT	1736 VAIL DRIVE	Pantigo	NY	11937	0	41469	67.77	84219	1674	1	6249-NDN	3	22.59
454	LAUREEN	MCNAMARA	1600 SHEBANOF AVENUE	Orlando	FL	32857	712.47	41552	204.15	83763	2458	5	8937-WVA	1	3.29
455	ARLINE	HARTMAN	527 EAST 155TH AVENUE	Winston Salem	NC	27104	0	41612	363.83	83964	3038	5	8988-FDW	4	11.99
456	RAFAEL	WALKER	651 PERENOSA BAY DRIVE	Thatcher	OH	43113	0	41625	173.92	83964	3166	2	3161-XJS	4	38.99
457	SHAUNA	WERNER	784 PEPPERTREE LOOP	Vicksburg	IN	47441	0	41533	224	83537	2282	4	1336-FVM	2	23.29
458	ELOISA	VALLE	182 BRANDON STREET	Abel	AL	36258	547.53	41627	224.52	84049	3189	3	9272-LTP	2	13.29
459	EDWIN	RAMEY	174 TRAPLINE CIRCLE	Grahamtown	MD	21532	295.98	41506	59.05	83878	2034	2	9686-HQV	3	15.29
460	SOFIA	FORD	843 LORETTA STREET	Litchfield	CT	6759	0	41640	357.03	84106	3309	6	1198-STR	2	23.59
461	FERN	POWERS	1619 NEW SEWARD HIGHWAY	Pgh	PA	15235	179.4	41583	124.22	84219	2755	3	2233-GJH	2	23.29
462	CORRINA	LUGO	114 GALENA CIRCLE	Tams	WV	25921	0	41617	193.54	84134	3087	2	1203-AIS	5	35.99
463	SADIE	CASSIDY	1617 BENZ CIRCLE	Hawthorne	NY	10532	0	41396	61.95	83878	982	1	2584-CIJ	5	12.39
464	PATSY	HARRISON	1171 COPPER MOUNTAIN CIRCLE	Lakeville	MA	2347	1982.4	41585	49.45	84334	2776	1	2407-SUX	5	9.89
