EMP_NUM	EMP_FNAME	EMP_LNAME	EMP_EMAIL	EMP_PHONE	EMP_HIREDATE	EMP_TITLE	EMP_COMM	SAL_FROM	SAL_END	SAL_AMOUNT	DEPT_NUM	DEPT_NAME	DEPT_MAIL_BOX	DEPT_PHONE	SUPV_EMP_NUM
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	32158	32523	13670	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	31794	32158	13270	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	31430	31793	12880	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	31064	31429	12500	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	30698	31063	12140	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	30334	30698	11560	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	29970	30333	11220	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	29604	29969	10890	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	29238	29603	10570	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	28874	29238	10260	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	28510	28873	9960	400	WAREHOUSE	789	555-1003	83759
83630	BRENDAN	DOVE	B.DOVE75@LGCOMPANY.COM	633-1823	28510	ASSOCIATE	0	41650	 - 	47000	400	WAREHOUSE	789	555-1003	83759
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	41459	 - 	66150	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	41093	41458	61250	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	40727	41092	58330	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	40363	40727	56630	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	39999	40362	53930	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	39633	39998	52360	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	39267	39632	50830	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	38903	39267	47060	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	38539	38902	45690	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	38173	38538	44360	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	37807	38172	41070	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	37443	37807	39870	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	37079	37442	37970	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	36713	37078	34520	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	36347	36712	33510	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	35983	36347	31910	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	35619	35982	29010	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	35253	35618	27630	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	34887	35252	26310	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	34523	34887	25060	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	34159	34522	23200	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	33793	34158	22100	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	33427	33792	21460	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	33063	33427	20830	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	32699	33062	19840	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	32333	32698	18900	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	31967	32332	18350	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	31603	31967	16680	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	31239	31602	16190	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	30873	31238	15420	550	TRUCKING	842	555-0057	83683
83636	ROSALIE	SOSA	R.SOSA80@LGCOMPANY.COM	879-6487	30507	DRIVER	0	30507	30872	14690	550	TRUCKING	842	555-0057	83683
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	41322	 - 	52870	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	40956	41321	50350	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	40592	40956	47950	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	40228	40591	46550	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	39862	40227	45190	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	39496	39861	43870	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	39132	39496	42590	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	38768	39131	41350	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	38402	38767	40150	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	38036	38401	36500	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	37672	38036	35440	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	37308	37671	33750	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	36942	37307	31250	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	36576	36941	28940	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	36212	36576	26800	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	35848	36211	25520	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	35482	35847	24300	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	35116	35481	22500	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	34752	35116	21840	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	34388	34751	21200	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	34022	34387	20580	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	33656	34021	18710	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	33292	33656	18170	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	32928	33291	16820	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	32562	32927	16020	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	32196	32561	15550	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	31832	32196	14810	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	31468	31831	14380	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	31102	31467	13700	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	30736	31101	13050	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	30372	30736	12430	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	30008	30371	12070	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	29642	30007	11720	300	PURCHASING	222	555-4873	83746
83637	TANIKA	CRANE	T.CRANE77@LGCOMPANY.COM	449-6336	29276	PURCHASING SPECIALIST	0	29276	29641	11380	300	PURCHASING	222	555-4873	83746
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	41019	41384	135000	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	40653	41018	131070	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	40289	40653	119150	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	39925	40288	115680	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	39559	39924	112310	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	39193	39558	109040	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	38829	39193	99130	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	38465	38828	96240	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	38099	38464	91660	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	37733	38098	87300	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	37369	37733	84760	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	37005	37368	82290	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	36639	37004	79890	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	36273	36638	76090	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	35909	36273	70450	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	35545	35908	65230	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	35179	35544	60400	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	34813	35178	57520	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	34449	34813	54780	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	34085	34448	53180	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	33719	34084	51630	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	33353	33718	49170	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	32989	33353	44700	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	32625	32988	42570	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	32259	32624	41330	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	31893	32258	40130	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	31529	31893	38220	600	ACCOUNTING	957	555-2333	84583
83639	EVETTE	MIRANDA	E.MIRAND83@LGCOMPANY.COM	786-4008	31529	SENIOR ACCOUNTANT	0	41385	 - 	148500	600	ACCOUNTING	957	555-2333	84583
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	41549	 - 	43200	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	41183	41548	41140	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	40817	41182	39180	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	40453	40817	38040	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	40089	40452	36230	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	39723	40088	34500	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	39357	39722	33500	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	38993	39357	31900	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	38629	38992	29000	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	38263	38628	26360	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	37897	38262	25100	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	37533	37897	24370	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	37169	37532	23660	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	36803	37168	22970	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	36437	36802	21880	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	36073	36437	19890	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	35709	36072	19310	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	35343	35708	18390	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	34977	35342	17850	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	34613	34977	17330	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	34249	34612	16050	300	PURCHASING	222	555-4873	83746
83644	WILLA	MAXWELL	W.MAXWEL89@LGCOMPANY.COM	509-6396	33883	ASSOCIATE	0	33883	34248	15580	300	PURCHASING	222	555-4873	83746
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	41556	 - 	68850	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	41190	41555	66840	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	40824	41189	63660	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	40460	40824	60630	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	40096	40459	58860	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	39730	40095	56060	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	39364	39729	50960	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	39000	39364	49480	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	38636	38999	48040	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	38270	38635	45750	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	37904	38269	42360	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	37540	37904	40340	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	37176	37539	39170	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	36810	37175	37300	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	36444	36809	35520	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	36080	36444	34490	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	35716	36079	32850	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	35350	35715	31290	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	34984	35349	30380	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	34620	34984	28930	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	34256	34619	27550	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	33890	34255	26750	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	33524	33889	25480	550	TRUCKING	842	555-0057	83683
83645	BRYON	BRADY	B.BRADY87@LGCOMPANY.COM	629-8513	33160	DRIVER	0	33160	33524	24270	550	TRUCKING	842	555-0057	83683
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	41603	 - 	37000	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	41237	41602	35240	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	40871	41236	33560	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	40507	40871	31070	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	40143	40506	30170	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	39777	40142	28730	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	39411	39776	27890	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	39047	39411	26560	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	38683	39046	25300	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	38317	38682	24560	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	37951	38316	23840	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	37587	37951	23150	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	37223	37586	22480	280	MARKETING	848	555-8500	84042
83646	NIGEL	BURNS	N.BURNS87@LGCOMPANY.COM	364-8204	33207	ASSOCIATE	0	36857	37222	21410	280	MARKETING	848	555-8500	84042
